timestamp,vibration,temperature,motor_load,failure_soon
2025-01-01 00:00:00,0.004967141530112327,50.069657249533364,0.49056284903397196,0
2025-01-01 00:00:01,0.00383451075856986,50.06166471850714,0.5203540544038928,0
2025-01-01 00:00:02,0.010561406817014207,49.8226960308389,0.4962362729211004,0
2025-01-01 00:00:03,0.02604171293307774,50.13091684435275,0.5021113998450355,0
2025-01-01 00:00:04,0.023950182049670865,49.72198346488468,0.5147478310669286,0
2025-01-01 00:00:05,0.021858809093175398,49.894163134847936,0.49932075478062793,0
2025-01-01 00:00:06,0.037900926047781225,49.63018243742044,0.46424306923436925,0
2025-01-01 00:00:07,0.04582525276279237,50.34672530339256,0.5215117793753108,0
2025-01-01 00:00:08,0.04138047738834821,49.99369010121094,0.525898608065715,0
2025-01-01 00:00:09,0.04705603380807807,50.47837680696326,0.4642777110184678,0
2025-01-01 00:00:10,0.04267179880040818,50.2105899853039,0.48013420922018585,0
2025-01-01 00:00:11,0.03826442755945247,50.14461964267021,0.5415776251659334,0
2025-01-01 00:00:12,0.04093395938195703,49.9427544611438,0.5058407247689654,0
2025-01-01 00:00:13,0.02205104729223334,49.855729992862514,0.5013710538468072,0
2025-01-01 00:00:14,0.005051739011997248,50.17459431477939,0.492872356122763,0
2025-01-01 00:00:15,-0.000321288109321435,50.060697198145405,0.48088596572881215,0
2025-01-01 00:00:16,-0.010199774577084248,49.81214593690294,0.4977116588818389,0
2025-01-01 00:00:17,-0.006807501512619638,49.78162831669834,0.5211884578931308,0
2025-01-01 00:00:18,-0.01563796908779312,49.898259254171286,0.5014864336038738,0
2025-01-01 00:00:19,-0.029511261040818335,50.459193445053245,0.5141056623908592,0
2025-01-01 00:00:20,-0.014605057972047933,50.54265558360226,0.5373141096244635,0
2025-01-01 00:00:21,-0.016613136839007663,50.14599782946178,0.4904903870265759,0
2025-01-01 00:00:22,-0.015688203456553144,50.13978855924826,0.5082574305296754,0
2025-01-01 00:00:23,-0.029686068345918856,50.0477359256341,0.5223877834160748,0
2025-01-01 00:00:24,-0.034880314541469545,49.933102930338094,0.48374181690874196,0
2025-01-01 00:00:25,-0.03352154507777421,50.40003581152145,0.5060609211199733,0
2025-01-01 00:00:26,-0.044781976328307486,50.50471527877943,0.5400463275316533,0
2025-01-01 00:00:27,-0.04077553222362634,49.95631618283214,0.4958947993103018,0
2025-01-01 00:00:28,-0.04653249736335992,50.12343232431508,0.5241667048598693,0
2025-01-01 00:00:29,-0.04920005682264925,50.05502673985797,0.5000770009358395,0
2025-01-01 00:00:30,-0.05496779018587863,50.065952185027,0.5389914403065881,0
2025-01-01 00:00:31,-0.03619572241978827,50.39218165108598,0.4701903006637197,0
2025-01-01 00:00:32,-0.036081457142422266,49.89760769092677,0.5044987376409129,0
2025-01-01 00:00:33,-0.04640937886138105,50.25829393818726,0.4737224720981013,0
2025-01-01 00:00:34,-0.03793479368147133,50.315647621461174,0.48938197855581733,0
2025-01-01 00:00:35,-0.0498941471912814,50.14656976527964,0.4893630846560929,0
2025-01-01 00:00:36,-0.04755648287723492,50.358613565397356,0.4982602762000713,0
2025-01-01 00:00:37,-0.06690421193451711,50.21453036810749,0.4799335137098314,0
2025-01-01 00:00:38,-0.07993715798070014,50.43342598423122,0.5023644842538267,0
2025-01-01 00:00:39,-0.07771969047379196,49.89055893901483,0.5131085363762646,0
2025-01-01 00:00:40,-0.07008623037570466,50.13024494779863,0.473361070616238,0
2025-01-01 00:00:41,-0.06812381567087455,50.190637371429794,0.49140040645057514,0
2025-01-01 00:00:42,-0.06903163056175837,49.67555852310573,0.5550188177894544,0
2025-01-01 00:00:43,-0.07179406509891367,49.9978094532843,0.5108836325951458,0
2025-01-01 00:00:44,-0.08633074965203105,50.05728014912824,0.4680439761185088,0
2025-01-01 00:00:45,-0.09328072500710242,50.414641198964674,0.47648938889202397,0
2025-01-01 00:00:46,-0.09763871616257729,50.08863133073708,0.5091166925805969,0
2025-01-01 00:00:47,-0.08681916907365077,50.0713842025388,0.5067118253314771,0
2025-01-01 00:00:48,-0.083134734630799,50.40349715613124,0.4930495407138535,0
